# Features,Type,Method,AUC,Accuracy,Precision,Recall,F1
180,Extraction,UMAP,0.5733846153846154,0.5462745098039214,0.5695003152974799,0.5462745098039214,0.49290291351829246
180,Selection,ANOVA F-value,0.7696461538461539,0.6937254901960783,0.6992992753042708,0.6937254901960783,0.6912178640994151
180,Selection,Chi-Squared,0.7519076923076924,0.6870588235294118,0.6922040688045479,0.6870588235294118,0.6846508961629307
180,Selection,Mutual Information,0.7431076923076924,0.6854901960784315,0.6912116947890248,0.6854901960784315,0.6824982436629402
190,Extraction,Kernel PCA,0.6006461538461538,0.5082352941176471,0.4553155885652378,0.5082352941176471,0.37706453401709056
190,Extraction,PCA,0.7712307692307694,0.7088235294117646,0.7151287427904244,0.7088235294117646,0.7058570983304479
190,Extraction,UMAP,0.5727384615384615,0.5456862745098038,0.573509354078961,0.5456862745098038,0.4918295107317223
190,Selection,ANOVA F-value,0.7694615384615383,0.6950980392156861,0.700452907715442,0.6950980392156861,0.6926419826596505
190,Selection,Chi-Squared,0.750046153846154,0.6870588235294117,0.6915868580247115,0.6870588235294117,0.6846873237474861
190,Selection,Mutual Information,0.7436307692307693,0.6839215686274511,0.6897622655500224,0.6839215686274511,0.68081157405099
200,Extraction,Kernel PCA,0.6006461538461538,0.5082352941176471,0.4553155885652378,0.5082352941176471,0.37706453401709056
200,Extraction,PCA,0.7704923076923079,0.7101960784313727,0.717019892712962,0.7101960784313727,0.7070764328455398
200,Extraction,UMAP,0.5747076923076924,0.5407843137254901,0.5600443301916338,0.5407843137254901,0.4850069637316877
200,Selection,ANOVA F-value,0.7699538461538462,0.6935294117647058,0.6985978148362011,0.6935294117647058,0.6910860057967961
200,Selection,Chi-Squared,0.7490000000000001,0.6854901960784315,0.6900601285612505,0.6854901960784315,0.683190540774557
200,Selection,Mutual Information,0.7431538461538462,0.682156862745098,0.6879493386673486,0.682156862745098,0.6790304856494618
All Features,Baseline,Logistic Regression - Elastic Net,0.7701916923076921,0.6992156862745098,0.6994939148491266,0.6992156862745098,0.6988262674561664
