dataset,model,method,n_features,method_type,AUC,Accuracy,Precision,Recall,F1,method_id
rarefied,Light Gradient Boosting Model,Mutual Information,150,Selection,0.7796068376068377,0.7403921568627452,0.7562779894874839,0.7403921568627452,0.7340968628992091,rarefied_Light Gradient Boosting Model_Mutual Information_150
