# Features,Type,Method,AUC,Accuracy,Precision,Recall,F1
180,Selection,Mutual Information,0.7115085470085469,0.6575686274509804,0.6587781996370122,0.6575686274509804,0.6565590437644275
190,Extraction,Kernel PCA,0.6093798670465338,0.504,0.43262275827978247,0.504,0.37725665982304124
190,Extraction,PCA,0.7700669515669516,0.7285490196078432,0.7426806062537951,0.7285490196078432,0.7233222156001682
190,Extraction,UMAP,0.5127132003798671,0.5632156862745099,0.604977873455541,0.5632156862745099,0.5159697337165514
190,Selection,ANOVA F-value,0.7289662867996201,0.6814117647058824,0.6816484052204721,0.6814117647058824,0.6803707113004686
190,Selection,Chi-Squared,0.7457792022792024,0.7012549019607842,0.7032139365066146,0.7012549019607842,0.699490771240682
190,Selection,Mutual Information,0.7096111111111111,0.6693333333333333,0.6704545230773065,0.6693333333333333,0.6682136665949574
200,Extraction,Kernel PCA,0.6093798670465338,0.504,0.43262275827978247,0.504,0.37725665982304124
200,Extraction,PCA,0.7684624881291549,0.7207058823529412,0.7343204140226806,0.7207058823529412,0.7155632322084154
200,Extraction,UMAP,0.5503257359924028,0.5710588235294118,0.595681374905725,0.5710588235294118,0.5279024461569295
200,Selection,ANOVA F-value,0.7280432098765433,0.6814117647058824,0.6816484052204721,0.6814117647058824,0.6803707113004686
200,Selection,Chi-Squared,0.7427260208926876,0.6934117647058823,0.6960341649616819,0.6934117647058823,0.6915003900397606
200,Selection,Mutual Information,0.7105698005698006,0.6615686274509803,0.66404999856732,0.6615686274509803,0.6596045536853078
All Features,Baseline,Logistic Regression - Elastic Net,0.7786259541984734,0.7283464566929134,0.7305711357998058,0.7283464566929134,0.72688177679792
