# Features,Type,Method,AUC,Accuracy,Precision,Recall,F1
180,Selection,ANOVA F-value,0.7518262108262108,0.6893333333333335,0.6900984516654329,0.6893333333333335,0.6869807147850929
180,Selection,Chi-Squared,0.7553233618233618,0.7010980392156864,0.7025153555499559,0.7010980392156864,0.7004190856285974
180,Selection,Mutual Information,0.7375132953466288,0.6851764705882353,0.6871519519079269,0.6851764705882353,0.6815399408555842
190,Extraction,Kernel PCA,0.5641576448243114,0.5592941176470588,0.5558931898132329,0.5592941176470588,0.5514024690875204
190,Extraction,PCA,0.5521263057929724,0.5474509803921569,0.5458008057765532,0.5474509803921569,0.5442753279176049
190,Extraction,UMAP,0.5272312440645774,0.5356078431372548,0.54958384780336,0.5356078431372548,0.48539127455458975
190,Selection,ANOVA F-value,0.7503475783475784,0.7130196078431372,0.7159151820123099,0.7130196078431372,0.7096111330272451
190,Selection,Chi-Squared,0.7577972459639126,0.6853333333333333,0.6860937229656399,0.6853333333333333,0.6846446223726701
190,Selection,Mutual Information,0.7392340930674265,0.6694117647058825,0.6763447417409465,0.6694117647058825,0.6650329333917515
200,Extraction,Kernel PCA,0.5596861348528016,0.5552156862745099,0.5537309067244804,0.5552156862745099,0.5480173884711584
200,Extraction,PCA,0.6089791073124406,0.5905882352941176,0.5990003512552533,0.5905882352941176,0.5753053054136448
200,Extraction,UMAP,0.5277583095916429,0.543607843137255,0.5832972276033763,0.543607843137255,0.49057859693624184
200,Selection,ANOVA F-value,0.7433138651471984,0.6971764705882354,0.7007716964681878,0.6971764705882354,0.6917369453044375
200,Selection,Chi-Squared,0.7533584995251662,0.6971764705882354,0.6991138777466184,0.6971764705882354,0.6958217563979903
200,Selection,Mutual Information,0.7606462488129155,0.7085490196078432,0.7166752111807625,0.7085490196078432,0.7015968096652095
All Features,Baseline,Light Gradient Boosting Model,0.7746540060820456,0.7007874015748031,0.7064523826017349,0.7007874015748031,0.6971681223649727
